id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00291,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,What was the year-over-year change in Crimson Pharmaceuticals's gross profit from 2023 to 2024?,-2234.0,"$-2,234 million",monetary,"diff(get_value(gross_profit, 2024), get_value(gross_profit, 2023))",gross_profit(2024) - gross_profit(2023) = 31817.0 - 34051.0 = -2234.0,gross_profit,2023|2024
QA-00292,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,What was the year-over-year change in Crimson Pharmaceuticals's total assets from 2023 to 2024?,115967.0,"$115,967 million",monetary,"diff(get_value(total_assets, 2024), get_value(total_assets, 2023))",total_assets(2024) - total_assets(2023) = 183064.0 - 67097.0 = 115967.0,total_assets,2023|2024
QA-00293,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,What was the change in cash and cash equivalents from 2023 to 2024?,9687.0,"$9,687 million",monetary,"diff(get_value(cash_and_equivalents, 2024), get_value(cash_and_equivalents, 2023))",cash_and_equivalents(2024) - cash_and_equivalents(2023) = 13370.0 - 3683.0 = 9687.0,cash_and_equivalents,2023|2024
QA-00294,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,By how much did net income increase or decrease between 2023 and 2024?,-965.0,$-965.00 million,monetary,"diff(get_value(net_income, 2024), get_value(net_income, 2023))",net_income(2024) - net_income(2023) = 6224.0 - 7189.0 = -965.0,net_income,2023|2024
QA-00295,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,How did total revenue change from fiscal year 2023 to 2024?,8551.0,"$8,551 million",monetary,"diff(get_value(total_revenue, 2024), get_value(total_revenue, 2023))",total_revenue(2024) - total_revenue(2023) = 103435.0 - 94884.0 = 8551.0,total_revenue,2023|2024
QA-00296,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,change,,How did total stockholders' equity change from fiscal year 2023 to 2024?,22141.0,"$22,141 million",monetary,"diff(get_value(total_stockholders_equity, 2024), get_value(total_stockholders_equity, 2023))",total_stockholders_equity(2024) - total_stockholders_equity(2023) = 54140.0 - 31999.0 = 22141.0,total_stockholders_equity,2023|2024
QA-00297,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,ratio,,What was accounts receivable as a proportion of total revenue in 2024?,0.1489,0.1489,ratio,"ratio(get_value(accounts_receivable_net, 2024), get_value(total_revenue, 2024))",accounts_receivable_net(2024) / total_revenue(2024) = 15400.0 / 103435.0 = 0.1489,accounts_receivable_net|total_revenue,2024
QA-00298,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,ratio,,"For every dollar of cost of goods sold, how much inventories did Crimson Pharmaceuticals have in 2023?",0.105,0.1050,ratio,"ratio(get_value(inventories, 2023), get_value(cost_of_goods_sold, 2023))",inventories(2023) / cost_of_goods_sold(2023) = 6387.0 / 60833.0 = 0.105,inventories|cost_of_goods_sold,2023
QA-00299,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,ratio,,"What percentage of total revenue was selling, general and administrative expense in 2022?",0.1201,0.1201,ratio,"ratio(get_value(selling_general_admin, 2022), get_value(total_revenue, 2022))",selling_general_admin(2022) / total_revenue(2022) = 10654.0 / 88680.0 = 0.1201,selling_general_admin|total_revenue,2022
QA-00300,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,2,ratio,,"For every dollar of total assets, how much long-term debt did Crimson Pharmaceuticals have in 2022?",0.1316,0.1316,ratio,"ratio(get_value(long_term_debt, 2022), get_value(total_assets, 2022))",long_term_debt(2022) / total_assets(2022) = 10738.0 / 81570.0 = 0.1316,long_term_debt|total_assets,2022
QA-00301,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,profitability,operating_margin,What percentage of Crimson Pharmaceuticals's revenue became operating income in 2022?,0.1917,0.1917,ratio,"ratio(get_value(operating_income, 2022), get_value(total_revenue, 2022))",operating_margin(2022) = 0.1917,operating_income|total_revenue,2022
QA-00302,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,leverage,interest_coverage,How many times could Crimson Pharmaceuticals cover its interest expense with operating income in 2022?,20.7065,20.7065,ratio,"ratio(get_value(operating_income, 2022), get_value(interest_expense, 2022))",interest_coverage(2022) = 20.7065,operating_income|interest_expense,2022
QA-00303,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,liquidity,working_capital,What was the working capital in 2022?,13067.0,13067.0000,ratio,"diff(get_value(total_current_assets, 2022), get_value(total_current_liabilities, 2022))",working_capital(2022) = 13067.0,total_current_assets|total_current_liabilities,2022
QA-00304,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,leverage,debt_to_assets,What percentage of Crimson Pharmaceuticals's total assets was financed by debt in 2022?,0.3969,0.3969,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_assets, 2022))",debt_to_assets(2022) = 0.3969,total_liabilities|total_assets,2022
QA-00305,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,leverage,debt_to_equity,How leveraged was Crimson Pharmaceuticals in 2024?,2.3813,2.3813,ratio,"ratio(get_value(total_liabilities, 2024), get_value(total_stockholders_equity, 2024))",debt_to_equity(2024) = 2.3813,total_liabilities|total_stockholders_equity,2024
QA-00306,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,liquidity,quick_ratio,What was the quick ratio in 2022?,1.5858,1.5858,ratio,"ratio(diff(get_value(total_current_assets, 2022), get_value(inventories, 2022)), get_value(total_current_liabilities, 2022))",quick_ratio(2022) = 1.5858,total_current_assets|inventories|total_current_liabilities,2022
QA-00307,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,liquidity,current_ratio,"In 2023, for every dollar of current liabilities, how many dollars of current assets did Crimson Pharmaceuticals have?",1.6027,1.6027,ratio,"ratio(get_value(total_current_assets, 2023), get_value(total_current_liabilities, 2023))",current_ratio(2023) = 1.6027,total_current_assets|total_current_liabilities,2023
QA-00308,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,profitability,gross_margin,What percentage of revenue was retained after cost of goods sold in 2024?,0.3076,0.3076,ratio,"ratio(get_value(gross_profit, 2024), get_value(total_revenue, 2024))",gross_margin(2024) = 0.3076,gross_profit|total_revenue,2024
QA-00309,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,profitability,effective_tax_rate,What was the effective tax rate in 2024?,0.2416,0.2416,ratio,"ratio(get_value(income_tax_expense, 2024), get_value(income_before_tax, 2024))",effective_tax_rate(2024) = 0.2416,income_tax_expense|income_before_tax,2024
QA-00310,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,3,profitability,net_profit_margin,What was the net profit margin in 2024?,0.0602,0.0602,ratio,"ratio(get_value(net_income, 2024), get_value(total_revenue, 2024))",net_profit_margin(2024) = 0.0602,net_income|total_revenue,2024
QA-00311,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,liquidity,change_in_current_ratio,What was the change in Crimson Pharmaceuticals's current ratio between 2023 and 2024?,-0.2352,-0.2352,ratio_change,"diff(current_ratio(2024), current_ratio(2023))",current_ratio(2024) - current_ratio(2023) = 1.3676 - 1.6027 = -0.2352,total_current_assets|total_current_liabilities,2023|2024
QA-00312,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,leverage,change_in_debt_to_equity,By how much did the debt to equity change from fiscal year 2023 to 2024?,1.2845,1.2845,ratio_change,"diff(debt_to_equity(2024), debt_to_equity(2023))",debt_to_equity(2024) - debt_to_equity(2023) = 2.3813 - 1.0968 = 1.2845,total_liabilities|total_stockholders_equity,2023|2024
QA-00313,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,profitability,change_in_gross_margin,How did the gross margin change from 2023 to 2024?,-0.0513,-0.0513,ratio_change,"diff(gross_margin(2024), gross_margin(2023))",gross_margin(2024) - gross_margin(2023) = 0.3076 - 0.3589 = -0.0513,gross_profit|total_revenue,2023|2024
QA-00314,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,profitability,change_in_net_profit_margin,What was the change in Crimson Pharmaceuticals's net profit margin between 2023 and 2024?,-0.0156,-0.0156,ratio_change,"diff(net_profit_margin(2024), net_profit_margin(2023))",net_profit_margin(2024) - net_profit_margin(2023) = 0.0602 - 0.0758 = -0.0156,net_income|total_revenue,2023|2024
QA-00315,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,growth,equity_growth,How did shareholders' equity change from 2023 to 2024?,69.19,69.19%,percentage,"pct_change(total_stockholders_equity, 2023, 2024)",(total_stockholders_equity(2024) - total_stockholders_equity(2023)) / |total_stockholders_equity(2023)| * 100 = (54140.0 - 31999.0) / 31999.0 * 100 = 69.19%,total_stockholders_equity,2023|2024
QA-00316,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,growth,operating_income_growth,By what percentage did operating profit grow?,-17.22,-17.22%,percentage,"pct_change(operating_income, 2023, 2024)",(operating_income(2024) - operating_income(2023)) / |operating_income(2023)| * 100 = (8975.0 - 10842.0) / 10842.0 * 100 = -17.22%,operating_income,2023|2024
QA-00317,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,4,growth,revenue_growth,By what percentage did Crimson Pharmaceuticals's revenue change from 2023 to 2024?,9.01,9.01%,percentage,"pct_change(total_revenue, 2023, 2024)",(total_revenue(2024) - total_revenue(2023)) / |total_revenue(2023)| * 100 = (103435.0 - 94884.0) / 94884.0 * 100 = 9.01%,total_revenue,2023|2024
QA-00318,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,5,profitability,did_operating_margin_improve,"Did the operating margin get better from 2023 to 2024, and by how much?",False,No,boolean,"compare_gt(operating_margin(2024), operating_margin(2023))","operating_margin(2023)=0.1143, operating_margin(2024)=0.0868, improved=False, change=-0.0275",operating_income|total_revenue,2023|2024
QA-00319,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,5,profitability,did_gross_margin_improve,"Did the gross margin get better from 2023 to 2024, and by how much?",False,No,boolean,"compare_gt(gross_margin(2024), gross_margin(2023))","gross_margin(2023)=0.3589, gross_margin(2024)=0.3076, improved=False, change=-0.0513",gross_profit|total_revenue,2023|2024
QA-00320,Crimson Pharmaceuticals,CP,Industrial / Manufacturing,5,cash_flow,change_in_fcf_margin,How did Crimson Pharmaceuticals's free cash flow margin change from 2023 to 2024?,0.0216,0.0216,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2024), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2023))",FCF_margin(2024) - FCF_margin(2023) = 0.0778 - 0.0562 = 0.0216,cash_from_operations|capital_expenditures|total_revenue,2023|2024
QA-00321,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,How much did Ironclad Manufacturing report for dividends paid in fiscal year 2023?,2122.0,"$2,122 million",monetary,"get_value(dividends_paid, 2023)",dividends_paid(2023) = 2122.0,dividends_paid,2023
QA-00322,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,"According to the 2021 financial statements, what was the total stockholders' equity?",22567.0,"$22,567 million",monetary,"get_value(total_stockholders_equity, 2021)",total_stockholders_equity(2021) = 22567.0,total_stockholders_equity,2021
QA-00323,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,How much did Ironclad Manufacturing report for total liabilities in fiscal year 2022?,35766.0,"$35,766 million",monetary,"get_value(total_liabilities, 2022)",total_liabilities(2022) = 35766.0,total_liabilities,2022
QA-00324,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,How much did Ironclad Manufacturing report for total current liabilities in fiscal year 2022?,10587.0,"$10,587 million",monetary,"get_value(total_current_liabilities, 2022)",total_current_liabilities(2022) = 10587.0,total_current_liabilities,2022
QA-00325,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,What was Ironclad Manufacturing's deferred tax liabilities as of 2023?,955.0,$955.00 million,monetary,"get_value(deferred_tax_liabilities, 2023)",deferred_tax_liabilities(2023) = 955.0,deferred_tax_liabilities,2023
QA-00326,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,What was Ironclad Manufacturing's cost of goods sold as of 2023?,38932.0,"$38,932 million",monetary,"get_value(cost_of_goods_sold, 2023)",cost_of_goods_sold(2023) = 38932.0,cost_of_goods_sold,2023
QA-00327,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,What was Ironclad Manufacturing's net cash from operating activities as of 2022?,11644.0,"$11,644 million",monetary,"get_value(cash_from_operations, 2022)",cash_from_operations(2022) = 11644.0,cash_from_operations,2022
QA-00328,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,"According to the 2022 financial statements, what was the interest income?",178.0,$178.00 million,monetary,"get_value(interest_income, 2022)",interest_income(2022) = 178.0,interest_income,2022
QA-00329,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,How much did Ironclad Manufacturing report for total non-current liabilities in fiscal year 2021?,14211.0,"$14,211 million",monetary,"get_value(total_non_current_liabilities, 2021)",total_non_current_liabilities(2021) = 14211.0,total_non_current_liabilities,2021
QA-00330,Ironclad Manufacturing,IM,Industrial / Manufacturing,1,lookup,,What was the net cash from investing activities in 2023?,-4115.0,"$-4,115 million",monetary,"get_value(cash_from_investing, 2023)",cash_from_investing(2023) = -4115.0,cash_from_investing,2023
QA-00331,Ironclad Manufacturing,IM,Industrial / Manufacturing,2,change,,By how much did net income increase or decrease between 2022 and 2023?,1244.0,"$1,244 million",monetary,"diff(get_value(net_income, 2023), get_value(net_income, 2022))",net_income(2023) - net_income(2022) = 5734.0 - 4490.0 = 1244.0,net_income,2022|2023
QA-00332,Ironclad Manufacturing,IM,Industrial / Manufacturing,2,change,,How did total stockholders' equity change from fiscal year 2022 to 2023?,4130.0,"$4,130 million",monetary,"diff(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022))",total_stockholders_equity(2023) - total_stockholders_equity(2022) = 33827.0 - 29697.0 = 4130.0,total_stockholders_equity,2022|2023
QA-00333,Ironclad Manufacturing,IM,Industrial / Manufacturing,2,change,,What was the year-over-year change in Ironclad Manufacturing's gross profit from 2022 to 2023?,-11.0,$-11.00 million,monetary,"diff(get_value(gross_profit, 2023), get_value(gross_profit, 2022))",gross_profit(2023) - gross_profit(2022) = 21749.0 - 21760.0 = -11.0,gross_profit,2022|2023
QA-00334,Ironclad Manufacturing,IM,Industrial / Manufacturing,2,change,,How did total liabilities change from fiscal year 2022 to 2023?,-13400.0,"$-13,400 million",monetary,"diff(get_value(total_liabilities, 2023), get_value(total_liabilities, 2022))",total_liabilities(2023) - total_liabilities(2022) = 22366.0 - 35766.0 = -13400.0,total_liabilities,2022|2023
