question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value,leaf_22_key,leaf_22_concept,leaf_22_label,leaf_22_entity,leaf_22_period,leaf_22_unit,leaf_22_value,leaf_23_key,leaf_23_concept,leaf_23_label,leaf_23_entity,leaf_23_period,leaf_23_unit,leaf_23_value
2130,5,Which result follows from the average cash for IRCL across years 2021 through 2025 ?,"ratio(sum(sum(sum(sum(37_cash, 38_cash), 39_cash), 40_cash), 41_cash), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""37_cash"", ""depth"": 0}, ""right"": {""leaf"": ""38_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""39_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""40_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""41_cash"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",62084.4,2,0,5,20040394,129153072,42,0.581,0,1,5,37_cash,cash,cash,IRCL,2021,M_USD,9253.0,38_cash,cash,cash,IRCL,2022,M_USD,139886.0,39_cash,cash,cash,IRCL,2023,M_USD,18106.0,40_cash,cash,cash,IRCL,2024,M_USD,33656.0,41_cash,cash,cash,IRCL,2025,M_USD,109521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,0,calculate the total liabilities for SLRI in 2021.,43_total_liabilities,"{""leaf"": ""43_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",390165.0,2,0,0,295238760,844773947,42,0.223,0,1,1,43_total_liabilities,total_liabilities,total liabilities,SLRI,2021,M_USD,390165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,5,you should give the the minimum of inventories for CPTH using values from 2020 through 2025,"min(min(min(min(min(78_inventories, 79_inventories), 80_inventories), 81_inventories), 82_inventories), 83_inventories)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""78_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""79_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_inventories"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""82_inventories"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""83_inventories"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",5472.0,4,0,5,757651237,900780742,42,0.142,0,1,6,78_inventories,inventories,inventories,CPTH,2020,M_USD,22786.0,79_inventories,inventories,inventories,CPTH,2021,M_USD,9802.0,80_inventories,inventories,inventories,CPTH,2022,M_USD,7697.0,81_inventories,inventories,inventories,CPTH,2023,M_USD,5472.0,82_inventories,inventories,inventories,CPTH,2024,M_USD,17238.0,83_inventories,inventories,inventories,CPTH,2025,M_USD,35796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,0,What does the following give: total liabilities for CRPH in 2022?,86_total_liabilities,"{""leaf"": ""86_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",292999.0,3,0,0,572888364,651605405,42,0.301,0,1,1,86_total_liabilities,total_liabilities,total liabilities,CRPH,2022,M_USD,292999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,1,What is the gross profit for APEX in 2021?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""1_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""1_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28273.0,1,0,1,48300820,527715157,42,0.27,0,1,2,1_revenue,revenue,revenue,APEX,2021,M_USD,78856.0,1_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,APEX,2021,M_USD,50583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,1,calculate the sum of inventories and total assets for SLRI in 2021 .,"sum(43_inventories, 43_total_assets)","{""op"": ""sum"", ""left"": {""leaf"": ""43_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""43_total_assets"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",748915.0,1,1,1,193818994,445534593,42,0.53,1,2,2,43_inventories,inventories,inventories,SLRI,2021,M_USD,19238.0,43_total_assets,total_assets,total assets,SLRI,2021,M_USD,729677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,0,you should calculate the total equity for TICB in 2021.,61_total_equity,"{""leaf"": ""61_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",340707.0,3,0,0,340786794,410181168,42,0.146,0,1,1,61_total_equity,total_equity,total equity,TICB,2021,M_USD,340707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,0,evaluate the current liabilities for SLRI in 2020,42_current_liabilities,"{""leaf"": ""42_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",102662.0,2,0,0,106658672,581731069,42,0.243,0,1,1,42_current_liabilities,current_liabilities,current liabilities,SLRI,2020,M_USD,102662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,1,what do we obtain as the difference between revenue and short term investments for CPTH in 2023?,"diff(81_revenue, 81_short_term_investments)","{""op"": ""diff"", ""left"": {""leaf"": ""81_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""81_short_term_investments"", ""depth"": 0}, ""depth"": 1}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",512607.0,1,1,1,196139268,274399576,42,0.177,1,2,2,81_revenue,revenue,revenue,CPTH,2023,M_USD,567556.0,81_short_term_investments,short_term_investments,short term investments,CPTH,2023,M_USD,54949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,3,What is the value of the difference between ratio of sum of total liabilities for ATGL in 2021 and total liabilities for ATGL in 2022 to 2.0 and operating expenses for ATGL in 2022?,"diff(ratio(sum(25_total_liabilities, 26_total_liabilities), 2.0), 26_operating_expenses)","{""op"": ""diff"", ""left"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""25_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""26_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""26_operating_expenses"", ""depth"": 0}, ""depth"": 3}","{""op"": ""diff"", ""left"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",34831.5,2,1,3,437309736,728650400,42,0.129,1,2,3,25_total_liabilities,total_liabilities,total liabilities,ATGL,2021,M_USD,74292.0,26_total_liabilities,total_liabilities,total liabilities,ATGL,2022,M_USD,34053.0,26_operating_expenses,operating_expenses,operating expenses,ATGL,2022,M_USD,19341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1,Evaluate the gross profit for TICB in 2024,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""64_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""64_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",140167.0,1,0,1,349278231,194838874,42,0.457,0,1,2,64_revenue,revenue,revenue,TICB,2024,M_USD,486911.0,64_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,TICB,2024,M_USD,346744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,5,What do we obtain as the average non operating expenses for CPTH across years 2021 through 2025 ?,"ratio(sum(sum(sum(sum(79_non_operating_expenses, 80_non_operating_expenses), 81_non_operating_expenses), 82_non_operating_expenses), 83_non_operating_expenses), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""79_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""80_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""82_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""83_non_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",65546.0,1,0,5,320001194,418694576,42,0.26,0,1,5,79_non_operating_expenses,non_operating_expenses,non operating expenses,CPTH,2021,M_USD,70766.0,80_non_operating_expenses,non_operating_expenses,non operating expenses,CPTH,2022,M_USD,60901.0,81_non_operating_expenses,non_operating_expenses,non operating expenses,CPTH,2023,M_USD,76033.0,82_non_operating_expenses,non_operating_expenses,non operating expenses,CPTH,2024,M_USD,39883.0,83_non_operating_expenses,non_operating_expenses,non operating expenses,CPTH,2025,M_USD,80147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,2,You should give the the maximum of dividends paid for TICB using values from 2022 through 2024 .,"max(max(62_dividends_paid, 63_dividends_paid), 64_dividends_paid)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""62_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""63_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""64_dividends_paid"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",17554.0,3,0,2,443265118,958863287,42,0.229,0,1,3,62_dividends_paid,dividends_paid,dividends paid,TICB,2022,M_USD,17554.0,63_dividends_paid,dividends_paid,dividends paid,TICB,2023,M_USD,0.0,64_dividends_paid,dividends_paid,dividends paid,TICB,2024,M_USD,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,1,Which result follows from the result of operating expenses scaled by income tax for IRCL in 2025 ?,"mul(41_operating_expenses, 41_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""41_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""41_income_tax"", ""depth"": 0}, ""depth"": 1}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",14098.807584657516,1,1,1,888780552,965832384,42,0.126,1,2,2,41_operating_expenses,operating_expenses,operating expenses,IRCL,2025,M_USD,78109.0,41_income_tax,income_tax,income tax,IRCL,2025,ratio,0.18050170383256112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,0,what would be the capex for CPTH in 2022,80_capex,"{""leaf"": ""80_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",36245.0,2,0,0,257293193,807597452,42,0.346,0,1,1,80_capex,capex,capex,CPTH,2022,M_USD,36245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,3,which result follows from the current assets for IRCL in 2022?,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""38_cash"", ""depth"": 0}, ""right"": {""leaf"": ""38_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""38_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",280237.0,4,0,3,807872588,541618196,42,0.575,0,1,4,38_cash,cash,cash,IRCL,2022,M_USD,139886.0,38_accounts_receivable,accounts_receivable,accounts receivable,IRCL,2022,M_USD,30058.0,38_inventories,inventories,inventories,IRCL,2022,M_USD,21863.0,38_short_term_investments,short_term_investments,short term investments,IRCL,2022,M_USD,88430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,0,Which value corresponds to the revenue for HLXB in 2022?,74_revenue,"{""leaf"": ""74_revenue"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",228915.0,3,0,0,289145285,65103088,42,0.332,0,1,1,74_revenue,revenue,revenue,HLXB,2022,M_USD,228915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,0,may you calculate the dividends paid for NVST in 2021 ?,19_dividends_paid,"{""leaf"": ""19_dividends_paid"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",244.0,4,0,0,437095027,70285223,42,0.114,0,1,1,19_dividends_paid,dividends_paid,dividends paid,NVST,2021,M_USD,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,0,Which result follows from the non operating expenses for IRCL in 2021 ?,37_non_operating_expenses,"{""leaf"": ""37_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",81319.0,1,0,0,680259788,250976897,42,0.235,0,1,1,37_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2021,M_USD,81319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,0,could you give the cost of goods sold for MSYS in 2025,11_cost_of_goods_sold,"{""leaf"": ""11_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",83722.0,1,0,0,629398143,724880344,42,0.223,0,1,1,11_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,MSYS,2025,M_USD,83722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,4,Provide the average cost of goods sold for PCEN across years 2022 through 2025.,"ratio(sum(sum(sum(50_cost_of_goods_sold, 51_cost_of_goods_sold), 52_cost_of_goods_sold), 53_cost_of_goods_sold), 4.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""50_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""51_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""52_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""53_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""literal"": 4.0, ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",91250.75,2,0,4,595612588,699597461,42,0.252,0,1,4,50_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2022,M_USD,78889.0,51_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2023,M_USD,111318.0,52_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2024,M_USD,87910.0,53_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2025,M_USD,86886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,1,Determine the sum of dividends paid and cost of goods sold for QBHD in 2022 .,"sum(14_dividends_paid, 14_cost_of_goods_sold)","{""op"": ""sum"", ""left"": {""leaf"": ""14_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""14_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",39924.0,1,1,1,436740105,478869802,42,0.523,1,2,2,14_dividends_paid,dividends_paid,dividends paid,QBHD,2022,M_USD,4613.0,14_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,QBHD,2022,M_USD,35311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,0,May you give the total assets for NVST in 2020?,18_total_assets,"{""leaf"": ""18_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",103259.0,2,0,0,537335173,218460189,42,0.287,0,1,1,18_total_assets,total_assets,total assets,NVST,2020,M_USD,103259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,2,what would be the average total equity for CPTH across years 2021 through 2022,"ratio(sum(79_total_equity, 80_total_equity), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""79_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""80_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",329575.5,2,0,2,180590847,839691516,42,0.369,0,1,2,79_total_equity,total_equity,total equity,CPTH,2021,M_USD,360843.0,80_total_equity,total_equity,total equity,CPTH,2022,M_USD,298308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
