question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value
75,0,What would be the current liabilities for CPTH in 2021?,79_current_liabilities,"{""leaf"": ""79_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",169233.0,3,0,0,583275843,755420240,42,0.406,0,1,1,79_current_liabilities,current_liabilities,current liabilities,CPTH,2021,M_USD,169233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,you should give the total assets for QBHD in 2023 .,15_total_assets,"{""leaf"": ""15_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",90463.0,1,0,0,866616964,702201721,42,0.434,0,1,1,15_total_assets,total_assets,total assets,QBHD,2023,M_USD,90463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,calculate the inventories for SLRI in 2020,42_inventories,"{""leaf"": ""42_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",23923.0,1,0,0,595499669,321455482,42,0.569,0,1,1,42_inventories,inventories,inventories,SLRI,2020,M_USD,23923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1,may you give the longterm liabilities for ORFG in 2020,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""54_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""54_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",22505.0,1,0,1,144193987,283968123,42,0.545,0,1,2,54_total_liabilities,total_liabilities,total liabilities,ORFG,2020,M_USD,33826.0,54_current_liabilities,current_liabilities,current liabilities,ORFG,2020,M_USD,11321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3,could you give the difference between operating income and dividends paid for MSYS in 2024 ?,"diff(operating_income, 10_dividends_paid)","{""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""10_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""10_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""10_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""10_dividends_paid"", ""depth"": 0}, ""depth"": 3}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",43372.0,3,1,3,649431082,226161867,42,0.202,1,2,4,10_revenue,revenue,revenue,MSYS,2024,M_USD,189603.0,10_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,MSYS,2024,M_USD,125778.0,10_operating_expenses,operating_expenses,operating expenses,MSYS,2024,M_USD,16701.0,10_dividends_paid,dividends_paid,dividends paid,MSYS,2024,M_USD,3752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2,Provide the the minimum of total equity for PCEN using values from 2021 through 2023.,"min(min(49_total_equity, 50_total_equity), 51_total_equity)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""49_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""50_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""51_total_equity"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",94680.0,3,0,2,681007818,915808162,42,0.353,0,1,3,49_total_equity,total_equity,total equity,PCEN,2021,M_USD,94680.0,50_total_equity,total_equity,total equity,PCEN,2022,M_USD,123639.0,51_total_equity,total_equity,total equity,PCEN,2023,M_USD,129423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1,May you calculate the sum of non operating expenses and dividends paid for NVST in 2023 ?,"sum(21_non_operating_expenses, 21_dividends_paid)","{""op"": ""sum"", ""left"": {""leaf"": ""21_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""21_dividends_paid"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",16896.0,1,1,1,269639388,972097649,42,0.146,1,2,2,21_non_operating_expenses,non_operating_expenses,non operating expenses,NVST,2023,M_USD,16019.0,21_dividends_paid,dividends_paid,dividends paid,NVST,2023,M_USD,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,state the short term investments for PNHG in 2023 .,33_short_term_investments,"{""leaf"": ""33_short_term_investments"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",719.0,3,0,0,454811020,890505735,42,0.122,0,1,1,33_short_term_investments,short_term_investments,short term investments,PNHG,2023,M_USD,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3,may you give the the minimum of inventories for NVST using values from 2021 through 2024,"min(min(min(19_inventories, 20_inventories), 21_inventories), 22_inventories)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""19_inventories"", ""depth"": 0}, ""right"": {""leaf"": ""20_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""22_inventories"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",2745.0,2,0,3,358153605,827982963,42,0.419,0,1,4,19_inventories,inventories,inventories,NVST,2021,M_USD,6654.0,20_inventories,inventories,inventories,NVST,2022,M_USD,2745.0,21_inventories,inventories,inventories,NVST,2023,M_USD,8748.0,22_inventories,inventories,inventories,NVST,2024,M_USD,8368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,what is the value of the accounts receivable for APEX in 2021,1_accounts_receivable,"{""leaf"": ""1_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",6150.0,4,0,0,281272327,173497327,42,0.376,0,1,1,1_accounts_receivable,accounts_receivable,accounts receivable,APEX,2021,M_USD,6150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,What does the following give: total assets for CRPH in 2023?,87_total_assets,"{""leaf"": ""87_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",664693.0,1,0,0,459225330,602269164,42,0.156,0,1,1,87_total_assets,total_assets,total assets,CRPH,2023,M_USD,664693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3,provide the average non operating expenses for PCEN across years 2022 through 2024,"ratio(sum(sum(50_non_operating_expenses, 51_non_operating_expenses), 52_non_operating_expenses), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""50_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""51_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""52_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",28075.666666666668,2,0,3,948228268,741976666,42,0.373,0,1,3,50_non_operating_expenses,non_operating_expenses,non operating expenses,PCEN,2022,M_USD,21527.0,51_non_operating_expenses,non_operating_expenses,non operating expenses,PCEN,2023,M_USD,26537.0,52_non_operating_expenses,non_operating_expenses,non operating expenses,PCEN,2024,M_USD,36163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2,Calculate the result of short term investments scaled by ratio of cost of goods sold to total liabilities for SLRI in 2022 .,"mul(44_short_term_investments, ratio(44_cost_of_goods_sold, 44_total_liabilities))","{""op"": ""mul"", ""left"": {""leaf"": ""44_short_term_investments"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""44_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""44_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",64765.24146505058,2,2,2,896139578,396442646,42,0.315,2,3,3,44_short_term_investments,short_term_investments,short term investments,SLRI,2022,M_USD,47075.0,44_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SLRI,2022,M_USD,406130.0,44_total_liabilities,total_liabilities,total liabilities,SLRI,2022,M_USD,295198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3,provide the pretax income for PCEN in 2022.,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""50_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""50_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""50_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",65648.0,3,0,3,44913399,330989881,42,0.549,0,1,4,50_revenue,revenue,revenue,PCEN,2022,M_USD,176894.0,50_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PCEN,2022,M_USD,78889.0,50_operating_expenses,operating_expenses,operating expenses,PCEN,2022,M_USD,10830.0,50_non_operating_expenses,non_operating_expenses,non operating expenses,PCEN,2022,M_USD,21527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1,What do we obtain as the result of cost of goods sold scaled by income tax for CPTH in 2025,"mul(83_cost_of_goods_sold, 83_income_tax)","{""op"": ""mul"", ""left"": {""leaf"": ""83_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""83_income_tax"", ""depth"": 0}, ""depth"": 1}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",48469.39156000788,1,1,1,854829815,924172364,42,0.549,1,2,2,83_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2025,M_USD,445216.0,83_income_tax,income_tax,income tax,CPTH,2025,ratio,0.10886713765904164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,What does the following give: total liabilities for CRPH in 2023?,87_total_liabilities,"{""leaf"": ""87_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",372880.0,2,0,0,225567963,732363533,42,0.433,0,1,1,87_total_liabilities,total_liabilities,total liabilities,CRPH,2023,M_USD,372880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2,Evaluate the operating income for TICB in 2025,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""65_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""65_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""65_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",129984.0,4,0,2,379759538,837643439,42,0.587,0,1,3,65_revenue,revenue,revenue,TICB,2025,M_USD,552586.0,65_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,TICB,2025,M_USD,320376.0,65_operating_expenses,operating_expenses,operating expenses,TICB,2025,M_USD,102226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2,could you give the difference between longterm liabilities and longterm liabilities for MSYS in 2025?,"diff(longterm_liabilities, longterm_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""11_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""11_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""11_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",0.0,2,1,2,858872154,870559510,42,0.541,1,2,4,11_total_liabilities,total_liabilities,total liabilities,MSYS,2025,M_USD,94613.0,11_current_liabilities,current_liabilities,current liabilities,MSYS,2025,M_USD,45565.0,11_total_liabilities,total_liabilities,total liabilities,MSYS,2025,M_USD,94613.0,11_current_liabilities,current_liabilities,current liabilities,MSYS,2025,M_USD,45565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3,may you give the pretax income for ORFG in 2025,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""59_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""59_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""59_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""59_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",22828.0,3,0,3,26614158,192587044,42,0.491,0,1,4,59_revenue,revenue,revenue,ORFG,2025,M_USD,133448.0,59_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ORFG,2025,M_USD,85983.0,59_operating_expenses,operating_expenses,operating expenses,ORFG,2025,M_USD,12201.0,59_non_operating_expenses,non_operating_expenses,non operating expenses,ORFG,2025,M_USD,12436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,calculate the current liabilities for SLRI in 2024,46_current_liabilities,"{""leaf"": ""46_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",94355.0,2,0,0,442073642,861393416,42,0.233,0,1,1,46_current_liabilities,current_liabilities,current liabilities,SLRI,2024,M_USD,94355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3,Which value corresponds to the current assets for HLXB in 2025?,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""77_cash"", ""depth"": 0}, ""right"": {""leaf"": ""77_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""77_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""77_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",109459.0,1,0,3,845436943,752991721,42,0.291,0,1,4,77_cash,cash,cash,HLXB,2025,M_USD,38481.0,77_accounts_receivable,accounts_receivable,accounts receivable,HLXB,2025,M_USD,22939.0,77_inventories,inventories,inventories,HLXB,2025,M_USD,26091.0,77_short_term_investments,short_term_investments,short term investments,HLXB,2025,M_USD,21948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5,what is the value of the average non operating expenses for ATGL across years 2021 through 2025 ?,"ratio(sum(sum(sum(sum(25_non_operating_expenses, 26_non_operating_expenses), 27_non_operating_expenses), 28_non_operating_expenses), 29_non_operating_expenses), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""25_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""26_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""27_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""28_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""29_non_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",13995.4,4,0,5,41580226,921907485,42,0.211,0,1,5,25_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2021,M_USD,13446.0,26_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2022,M_USD,12182.0,27_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2023,M_USD,11884.0,28_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2024,M_USD,14501.0,29_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2025,M_USD,17964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2,What would be the difference between accounts receivable and sum of capex and total assets for CPTH in 2022,"diff(80_accounts_receivable, sum(80_capex, 80_total_assets))","{""op"": ""diff"", ""left"": {""leaf"": ""80_accounts_receivable"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""80_capex"", ""depth"": 0}, ""right"": {""leaf"": ""80_total_assets"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-487702.0,2,2,2,881044229,853995721,42,0.211,2,3,3,80_accounts_receivable,accounts_receivable,accounts receivable,CPTH,2022,M_USD,48131.0,80_capex,capex,capex,CPTH,2022,M_USD,36245.0,80_total_assets,total_assets,total assets,CPTH,2022,M_USD,499588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
